Cleaned,Source,Price,Form,Company,ActiveIngredient
a and e deep throat desensitizing spraystrawberry,fda_ndc,,,,oral numbing spray strawberry
a and e easy anal gel,fda_ndc,,,,anal numbing lubricant
a and e marathon delay serum,fda_ndc,,,,delay serum
a and h plus therabreath breath freshners,fda_ndc,,,,sodium fluoride
a cute derm antisepation,fda_ndc,,,,benzethonium chloride
a cute derm b kleer,fda_ndc,,,,benzethonium chloride
a health itch relief gel,fda_ndc,,,,itch relief gel
a l o formula,fda_ndc,,,,"cholinum, l-arginine, l-carnitine, l-ornithine, pantothenic acid"
a l o liquid drops 2082,fda_ndc,,,,a-l-o liquid drops
a perfect world spf 40 age defense broad spectrum moisturizer with white tea,fda_ndc,,,,"avobenzone, homosalate, octinoxate, octisalate, and octocrylene"
a plus attention,fda_ndc,,,,"baryta carbonica, calcarea phosphorica, silicea, gelsemium sempervirens, nux vomica, sinapis nigra"
a01 cellular recharge,fda_ndc,,,,"aceticum acidum, arnica montana, avena sativa, calcarea carbonica, calcarea phosphorica, calcarea sulphurica, ceanothus americanus, ceratostigma illmottianum, chininum arsenicosum, citricum acidum, english elm, european hornbeam, european olive, gentianella amarella, hydrofluoricum acidum, juglans regia, lacticum acidum, magnesia phosphorica, natrum muriaticum, natrum phosphoricum, natrum silicofluoricum, natrum sulphuricum, passiflora incarnata, phosphoricum acidum, sarcolacticum acidum, solidago virgaurea"
a02 gentle drainage,fda_ndc,,,,"alfalfa, allium sativum, american ginseng, asparagus officinalis, avena sativa, berberis vulgaris, bos taurus adrenal gland, colon, kidney, liver, lymph vessel, pancreas, calcarea phosphorica, carbo vegetabilis, crab apple flower, european hornbeam flower, gentiana lutea, histaminum hydrochloricum, juniperus communis stem, lacticum acidum, passiflora incarnata, phosphorus, ribes nigrum flower bud, scrophularia nodosa, solidago virgaurea"
a03 ultra antitox,fda_ndc,,,,"alfalfa, american ginseng, apis mellifica, asparagus officinalis, avena sativa, baryta iodata, berberis vulgaris, bryonia, carduus marianus, chamomilla, chelidonium majus, conium maculatum, ferrum iodatum, lapis albus, lycopodium clavatum, natrum carbonicum, passiflora incarnata, scrophularia nodosa, solidago virgaurea, taraxacum officinale, uva ursi"
a04 deep antitox,fda_ndc,,,,"allium cepa, allium sativum, aloe socotrina, arsenicum iodatum, asterias rubens, baptisia tinctoria, calcarea iodata, candida albicans, carbo vegetabilis, chelidonium majus, cina, cinchona officinalis, colchicum autumnale, echinacea angustifolia, echinacea purpurea, indolum, lac vaccinum, lacticum acidum, millefolium, saccharum officinale, sarcolacticum acidum, scrophularia nodosa, skatolum, solidago virgaurea, sulphur, uricum acidum"
a05 heavy antitox,fda_ndc,,,,"allium cepa, allium sativum, aluminium metallicum, apis mellifica, argentum metallicum, aurum metallicum, belladonna, berberis vulgaris, cadmium metallicum, chelidonium majus, cuprum metallicum, fagus sylvatica, formalinum, formicum acidum, hypericum perforatum, ichthyolum, mercurius corrosivus, mercurius solubilis, niccolum metallicum, plumbum metallicum, selenium metallicum, silicea, solidago virgaurea, stannum metallicum, thiosinaminum"
a09 female balance,fda_ndc,,,,"argentum nitricum, atropinum sulphuricum, aurum muriaticum natronatum, bos taurus ovary, bos taurus pancreas, bos taurus pituitarum posterium, bos taurus uterus, cimicifuga racemosa, estrone, helonias dioica, progesterone, pulsatilla vulgaris, sabina, sepia, sequoiadendron giganteum whole, sus scrofa pineal gland, sus scrofa spleen, thiosinaminum, thyroidinum, viburnum opulus"
a0a0 rice ceramide anti wrinkle age essence box set,fda_ndc,,,,"bifida ferment lysate,oryza sativa (rice) extract,ceramide np,collagen,tocopherol."
a11 enviro protect,fda_ndc,,,,"allium sativum, alternaria alternata, ascorbicum acidum, aspergillus niger, aureobasidium pullulans, berberis vulgaris, cadmium metallicum, carboneum oxygenisatum, chelidonium majus, chlorinum, cladosporium phaerospermum, cochliobolus sativus, cochliobolus spicifer, gibberella fujikuroi, house dust, lead, lycopodium clavatum, malus sylvestris, mucor plumbeus, niacin, penicillium notatum, petrolatum, phenol, quercus robur, rhizopus stolonifer, solidago virgaurea, tabacum, vitamin a, vitamin e"
a12 dtx kidney,fda_ndc,,,,"apis mellifica, berberis vulgaris, betula pubescens bark, betula verrucosa leaf, bos taurus kidney, bos taurus urinary bladder, citricum acidum, citrus limonum, fagus sylvestris flower bud, natrum muriaticum, petroselinum sativum, quercus robur flower bud, sinusitisinum, solidago virgaurea"
a13 dtx liver,fda_ndc,,,,"bos taurus gallbladder, bryonia, chelidonium majus, cholesterinum, hepar sulphuris calcareum , juniperus communis stem, lycopodium clavatum, natrum sulphuricum, phosphorus, rhamnus purshiana, rosmarinus officinalis, secale cereale whole"
a14 dtx lymph,fda_ndc,,,,"aranea diadema, barium iodate, bos taurus liver, bos taurus lymph vessel, bos taurus thymus, equisetum hyemale, ferrum iodatum, mercurius iodatus flavus, myosotis arvensis, phytolacca decandra, scrophularia nodosa, teucrium scorodonia"
aa,eda,1,ointment,medihealth,
aacetaminophen and ibuprofen,fda_ndc,,,,acetaminophen and ibuprofen
aagylur,fda_ndc,,,,penicillamine
aalexolyte,eda,1,capsule,biotech,
aarthrofast,eda,1,tablet,curewell,
aassdd,eda,1,tablet,medgen,
aavini double layer brightening spot correcting essence oil,fda_ndc,,,,aavini double layer brightening spot correcting essence oil
aavrani dry scalp rescue serum,fda_ndc,,,,salicylic acid
aazha,eda,1,syrup,biotech,
ab,fda_ndc,,,,"aconitum napellus, bryonia cretica"
ab 3000,fda_ndc,,,,benzalkonium chloride
ab slim double action,eda,1,tablet,medgen,
aba moist,eda,1,syrup,medihealth,
abaaan,eda,2,ointment,curewell,
abacavir,fda_ndc,,,,abacavir
abacavir and lamivudine,fda_ndc,,,,abacavir and lamivudine
abacavir lamivudine and zidovudine,fda_ndc,,,,"abacavir , lamivudine and zidovudine"
abacavir sulfate,fda_ndc,,,,abacavir sulfate
abbasi and co minoxidil,fda_ndc,,,,abbasi co minoxidil shampoo
abbasi co minoxidil,fda_ndc,,,,abbasi co minoxidil shampoo
abbe advanced retinol serum,vezeeta,750.0 EGP,face and body,,
abbe glycobrighten plus,vezeeta,690.0 EGP,face and body,,
abbo,eda,1,syrup,medihealth,
abc,fda_ndc,,,,"aconitum napellus, belladonna, chamomilla"
abc arbonne baby care diaper rash,fda_ndc,,,,dimethicone and zinc oxide
abc arbonne baby care sunscreen broad spectrum spf 30 water resistant 40 minutes,fda_ndc,,,,zinc oxide
abc balance cure,fda_ndc,,,,quercus acutissima sap
abc immune,eda,2,ointment,medihealth,
abc immune lemon honey,vezeeta,40.0 EGP,vitamins and nutrition,,
abc lemon honey,vezeeta,168.0 EGP,vitamins and nutrition,,
abc lemon honey offer,vezeeta,54.0 EGP,vitamins and nutrition,,
abc lice killing,fda_ndc,,,,"piperonyl butoxide, pyrethrum extract"
abc mocotive,eda,1,capsule,biotech,
abc omega,eda,1,injection,medihealth,
abc omega choco offer,vezeeta,88.0 EGP,vitamins and nutrition,,
abc plus vit miner aug,vezeeta,19.8 EGP,vitamins and nutrition,,
abc sore throat menthol flavor,fda_ndc,,,,phenol
abc yeast energizer,vezeeta,30.0 EGP,vitamins and nutrition,,
abdo girdle for men white,vezeeta,150.0 EGP,medical equipment,,
abdomen girdle for men white,vezeeta,105.0 EGP,medical equipment,,
abdominal,eda,1,ointment,medihealth,
abdominal corset,eda,1,injection,biotech,
abdominal pain drops 2051,fda_ndc,,,,abdominal pain drops
abdul samad qurashi solid musk cube cubes,vezeeta,250.0 EGP,women care,,
abdulsamad qurashi bikini balm,vezeeta,220.0 EGP,face and body,,
abecma,fda_ndc,,,,idecabtagene vicleucel
abejas y viboras roll on,fda_ndc,,,,methyl salicylate
abelmoschus,fda_ndc,,,,abelmoschus moschatus seed
abena abri fiex premium shorts,vezeeta,279.5 EGP,elderly care,,
abena abri flex premium,vezeeta,250.0 EGP,elderly care,,
abena abri form premium large,vezeeta,400.0 EGP,elderly care,,
abena abri form premium medium,vezeeta,475.0 EGP,elderly care,,
abena pants adult pull xxlarge xxl,vezeeta,312.0 EGP,elderly care,,
abena premium adult pants size pieces,vezeeta,570.0 EGP,elderly care,,
abena slip premium large,vezeeta,460.0 EGP,mother and baby,,
aberto,vezeeta,49.9 EGP,face and body,,
abevemy i v,eda,1,syrup,medihealth,
abevmy conc for inf,vezeeta,4940.0 EGP,prescription medicine,,
abgymnic electric massage with two motors,vezeeta,101.0 EGP,medical equipment,,
abib airy clear sunscreen gel smoothing tube,fda_ndc,,,,"homosalate, octocrylene, octisalate, avobenzone"
abib dewy tinted sunscreen glow tube deep,fda_ndc,,,,"octisalate, octocrylene, zinc oxide"
abib dewy tinted sunscreen glow tube light,fda_ndc,,,,"octisalate, octocrylene, zinc oxide"
abib dewy tinted sunscreen glow tube medium,fda_ndc,,,,"octisalate, octocrylene, zinc oxide"
abib heartleaf mild sunscreen relief tube,fda_ndc,,,,zinc oxide
abib quick and airy sunstick duo set,fda_ndc,,,,"homosalate, octocrylene,octisalate,avobenzone"
abib quick sunstick protection bar,fda_ndc,,,,"homosalate,octocrylene,octisalate,avobenzone"
abicana,vezeeta,24.0 EGP,women care,,
abidec advanced multivitamin,vezeeta,120.0 EGP,vitamins and nutrition,,
abidec kid baby multivitamin,vezeeta,105.0 EGP,vitamins and nutrition,,
abies canadensis,fda_ndc,,,,tsuga canadensis bark tsuga canadensis flower bud
abies nigra,fda_ndc,,,,picea mariana resin
abigale,fda_ndc,,,,estradiol and norethindrone acetate
abigale lo,fda_ndc,,,,estradiol and norethindrone acetate
abilaxine,eda,1,tablet,curewell,
abilia,vezeeta,40.0 EGP,prescription medicine,,
abilia f c,eda,1,tablet,medgen,
abilify,fda_ndc,,,,aripiprazole
abilify asimtufii,fda_ndc,,,,aripiprazole
abilify discmelt orally dis,vezeeta,270.0 EGP,prescription medicine,,
abilify maintena,fda_ndc,,,,aripiprazole
abilify maintena i prefilled,eda,1,tablet,biotech,
abimol,vezeeta,4.4 EGP,self medicine,,
abimol extra,vezeeta,1.0 EGP,self medicine,,
abimol r supp,eda,1,tablet,biotech,
abimol rectal supp,eda,3,ointment,curewell,
abimol supp,eda,1,ointment,medgen,
abion,eda,1,injection,medihealth,
abionem,vezeeta,20.95 EGP,face and body,,
abirapro,vezeeta,9250.0 EGP,prescription medicine,,
abiraterone,fda_ndc,,,,abiraterone acetate
abiraterone acetate,fda_ndc,,,,abiraterone acetate
abirtega,fda_ndc,,,,abiraterone acetate
abitak,vezeeta,18.0 EGP,face and body,,
abital,vezeeta,15.0 EGP,women care,,
abo blood group,eda,1,syrup,pharmacorp,
abo fas,eda,1,injection,medihealth,
abo fas oil,vezeeta,5.0 EGP,prescription medicine,,
abon,vezeeta,45.0 EGP,self medicine,,
abon pregnancy check,vezeeta,40.0 EGP,self medicine,,
abon seven stage drug test,vezeeta,60.0 EGP,self medicine,,
abon tramadol drug test,vezeeta,25.0 EGP,self medicine,,
abou yousef beauty tools,eda,1,capsule,curewell,
abou yousef feather razor for face body shaving,vezeeta,65.0 EGP,men care,,
abou yousef nail style velvet,vezeeta,150.0 EGP,women care,,
abou yousef style fantasy,vezeeta,110.0 EGP,women care,,
abou yousef style nail file,vezeeta,20.0 EGP,women care,,
abou yousef style nails attractive,eda,1,ointment,pharmacorp,
abou yousef style nails gel fantasy,eda,1,capsule,curewell,
abou yousef velvet nail pieces,vezeeta,75.0 EGP,women care,,
abou yousef velvet press on,eda,1,injection,curewell,
above classic men sport antiperspirant deodorant 48h,fda_ndc,,,,above classic men sport antiperspirant deodorant 48h
above classic women candy antiperspirant deodorant 48h,fda_ndc,,,,above classic women candy antiperspirant deodorant 48h
above dermaclin whitening serum derma clinical antiperspirant deodorant,fda_ndc,,,,above dermaclin whitening serum derma clinical antiperspirant deodorant
above dermaclin whitening serum derma clinical antiperspirant deodorant roll on,fda_ndc,,,,above dermaclin whitening serum derma clinical antiperspirant deodorant roll on
above dermaclinical men 72 hours,fda_ndc,,,,above dermaclinical men 72 hours
above elements antibac shinysilver,fda_ndc,,,,above elements antibac shinysilver
above elements men ocean antiperspirant deodorant 48h,fda_ndc,,,,above elements men ocean antiperspirant deodorant 48h
above extreme invisible men 72 hours,fda_ndc,,,,above extreme invisible men 72 hours
above extreme men black 72 hours,fda_ndc,,,,above extreme men black 72 hours
above extreme men black antiperspirant maxx 72h,fda_ndc,,,,above extreme men black antiperspirant maxx 72h
above extreme men movement 72 hours,fda_ndc,,,,above extreme men movement 72 hours
above extreme men sport 72 hours,fda_ndc,,,,above extreme men sport 72 hours
above foot protect neymar jr unissex,fda_ndc,,,,above foot protect neymar jr unissex
above intimate liquidsoap,fda_ndc,,,,above intimate
above men elements ocean invisible,fda_ndc,,,,above men elements ocean invisible
above men sport energy,fda_ndc,,,,above men sport energy
above nba men champion edition antiperspirant deodorant 72h,fda_ndc,,,,above nba men champion edition antiperspirant deodorant 72 h
above nba men sport plus antiperspirant deodorant 72h,fda_ndc,,,,above nba men sport plus antiperspirant deodorant 72h
above nba men teams antiperspirant deodorant 72h,fda_ndc,,,,above nba men teams antiperspirant deodorant 72h
above nba men wood breeze antiperspirant deodorant 72h,fda_ndc,,,,above nba men wood breeze antiperspirant deodorant 72h
above nba women sport plus antiperspirant deodorant 72h,fda_ndc,,,,above nba women sport plus antiperspirant deodorant 72h
above original woman,fda_ndc,,,,above original woman
above sport energy men antiperspirant deodorant,fda_ndc,,,,above sport energy men antiperspirant deodorant
above sport energy men antiperspirant deodorant 48h,fda_ndc,,,,above sport energy men antiperspirant deodorant 48h
above sport energy men antiperspirant deodorant maxx,fda_ndc,,,,above sport energy men antiperspirant deodorant maxx
above sport energy women antiperspirant deodorant,fda_ndc,,,,above sport energy women antiperspirant deodorant
above sport energy women antiperspirant deodorant maxx,fda_ndc,,,,above sport energy women antiperspirant deodorant maxx
above sport energy women antiperspirant maxx 48h,fda_ndc,,,,above sport energy women antiperspirant maxx 48h
above women derma clinical 72 h,fda_ndc,,,,above women derma clinical 72 h
above women sport energy,fda_ndc,,,,above women sport energy
above women sugar,fda_ndc,,,,above women sugar
above women vanilla,fda_ndc,,,,above women vanilla
abp natural protein conditioner for women,vezeeta,100.0 EGP,men care,,
abp natural protein shampoo for women,vezeeta,100.0 EGP,men care,,
abp one serum snake oil,vezeeta,80.0 EGP,hair care,,
abr vit d,eda,1,capsule,medihealth,
abraxane,fda_ndc,,,,paclitaxel
abreva,fda_ndc,,,,docosanol
abreva rapid pain relief,fda_ndc,,,,"glycerin, lidocaine"
abri fiex,vezeeta,245.0 EGP,elderly care,,
abriflex xl,eda,1,injection,biotech,
abrilada,fda_ndc,,,,adalimumab-afzb
abrione,vezeeta,20.0 EGP,self medicine,,
abrotanum,fda_ndc,,,,artemisia abrotanum flowering top
abrysvo,fda_ndc,,,,respiratory syncytial virus vaccine
absinthium,fda_ndc,,,,wormwood
absolue premium bx sunscreen broad spectrum spf 15 absolute replenishing,fda_ndc,,,,"avobenzone, octisalate, octocrylene"
absolut skin corticosoothe anti itch,fda_ndc,,,,hydrocortisone
absolut skin spf 50 moisturizing sunscreen,fda_ndc,,,,"ethylhexyl methoxycinnamate,ethylhexyl salicylate,methylene bis-benzotriazolyl tetramethylbutylphenol,octocrylene"
absolute innocence edt perfume,vezeeta,2000.0 EGP,men care,,
absolute nourishment shampoo,eda,1,capsule,curewell,
absolute white teeth whitening,vezeeta,450.0 EGP,self medicine,,
absolutely natural broad spectrum spf 15 sunscreen,fda_ndc,,,,zinc oxide
absolutely natural broad spectrum spf 30 sunscreen,fda_ndc,,,,zinc oxide
absolutely natural broad spectrum spf 50 sunscreen,fda_ndc,,,,zinc oxide
absolutely natural broad spectrum spf 50plus sunscreen,fda_ndc,,,,zinc oxide
absolutely natural broad spectrum spf 8 sunscreen,fda_ndc,,,,zinc oxide
absolutely natural cherry blossom hand sanitizer,fda_ndc,,,,ethyl alcohol
absolutely natural lip balm broad spectrum spf 15 sunscreen,fda_ndc,,,,zinc oxide
absolutely natural rosemary and mint hand sanitizer,fda_ndc,,,,ethyl alcohol
absorbable selenium,vezeeta,900.0 EGP,prescription medicine,,
absorbent cotton roll ticare,eda,1,tablet,pharmacorp,
absorbine jr,fda_ndc,,,,menthol
absorbine jr back patch,fda_ndc,,,,absorbine jr back patch
absorbine jr neck and shoulder,fda_ndc,,,,absorbine jr neck and shoulder
absorbine jr pain relieving knee patch,fda_ndc,,,,absorbine jr. pain relieving knee patch
absorbine jr plus,fda_ndc,,,,menthol
absorbine jr plus knee,fda_ndc,,,,"camphor, menthol"
absorbine jr plus ultra strength pain,fda_ndc,,,,menthol
absorbine jr pro cream,fda_ndc,,,,"lidocaine hcl, phenol"
absorbine jr pro no mess roll on plus,fda_ndc,,,,"lidocaine hcl, phenol"
absorbine jr pro rollon,fda_ndc,,,,absorbine jr. pro rollon
absorbine no mess roll on,fda_ndc,,,,"lidocaine hcl, phenol"
absorica,fda_ndc,,,,isotretinoin
absorica ld,fda_ndc,,,,isotretinoin
abu youssef style nails pieces,vezeeta,110.0 EGP,women care,,
acacia,fda_ndc,,,,acacia
acacia pollen,fda_ndc,,,,acacia dealbata
academy spf 50,fda_ndc,,,,"avobenzone, homosalate, octisalate, octocrylene, oxybenzone"
acadia conditioner for all hairs,vezeeta,70.0 EGP,men care,,
acadia destina baby,vezeeta,29.0 EGP,mother and baby,,
acadia herashow oil,vezeeta,149.0 EGP,face and body,,
acadia herashow shampoo,vezeeta,110.0 EGP,women care,,
acadia konda hair mask,vezeeta,139.0 EGP,women care,,
acadia silka shampoo,vezeeta,195.0 EGP,women care,,
acam2000,fda_ndc,,,,"smallpox and mpox (vaccinia) vaccine, live"
acamprosate calcium,fda_ndc,,,,acamprosate calcium
acanthaprop,eda,1,injection,pharmacorp,
acanthaprop eye,vezeeta,54.0 EGP,prescription medicine,,
acanthaprop eyedrops,eda,1,ointment,biotech,
acanya,fda_ndc,,,,clindamycin phosphate and benzoyl peroxide
acapi cav caps,vezeeta,16.5 EGP,face and body,,
acara,eda,1,injection,curewell,
acara colored indian henna dark brown,vezeeta,17.51 EGP,hair care,,
acara colored indian henna mahogny,vezeeta,17.0 EGP,hair care,,
acara colored indian henna natural black,vezeeta,102.0 EGP,women care,,
acara dry and damaged hair,vezeeta,61.0 EGP,women care,,
acara gloss hair,vezeeta,61.0 EGP,women care,,
acara hair tonic,vezeeta,61.0 EGP,hair care,,
acara herbal colored henna chestnut,vezeeta,17.51 EGP,hair care,,
acara herbal face wash grapefruit,vezeeta,72.1 EGP,women care,,
acara herbal face wash honeydew for all skin types,vezeeta,72.1 EGP,face and body,,
acara herbal face wash indian plum for all skin types,vezeeta,72.1 EGP,face and body,,
acara herbal moisturizing skin vanilla,vezeeta,40.0 EGP,face and body,,
acara herbal scrub apricot,vezeeta,60.0 EGP,women care,,
acara herbal scrub olive odour,vezeeta,59.9 EGP,face and body,,
acara herbal scrub peach,vezeeta,61.8 EGP,face and body,,
acara herbal scrub raspberry,vezeeta,60.0 EGP,women care,,
acara wheat keratin protein,vezeeta,60.0 EGP,hair care,,
acarbose,fda_ndc,,,,acarbose
acavio massage gel,eda,1,capsule,medihealth,
acc,vezeeta,28.0 EGP,prescription medicine,,
acc chek instant strip,eda,1,tablet,biotech,
acc long,vezeeta,38.4 EGP,prescription medicine,,
acc long eff,eda,1,ointment,curewell,
accelafen,eda,2,tablet,biotech,
